# Renewables.ninja Weather (Point API) - 54.200, 8.900 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/Berlin, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "54.2", "lon": "8.9", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2022-09-30 17:00,2022-09-30 19:00,13.391,0.005,0,0,1.215,0.431,2.513,0.569
2022-09-30 18:00,2022-09-30 20:00,13.013,0.004,0,0,1.218,0,0,0.871
2022-09-30 19:00,2022-09-30 21:00,12.591,0.004,0,0,1.220,0,0,0.942
2022-09-30 20:00,2022-09-30 22:00,12.203,0.003,0,0,1.222,0,0,0.943
2022-09-30 21:00,2022-09-30 23:00,11.947,0.003,0,0,1.222,0,0,0.941
2022-09-30 22:00,2022-10-01 00:00,11.870,0.005,0,0,1.222,0,0,0.958
2022-09-30 23:00,2022-10-01 01:00,11.927,0.046,0,0,1.221,0,0,0.976
2022-10-01 00:00,2022-10-01 02:00,11.750,0.210,0,0,1.221,0,0,0.979
2022-10-01 01:00,2022-10-01 03:00,11.655,0.527,0,0,1.221,0,0,0.982
2022-10-01 02:00,2022-10-01 04:00,11.437,0.995,0,0,1.221,0,0,0.986
2022-10-01 03:00,2022-10-01 05:00,10.958,1.327,0,0,1.223,0,0,0.988
2022-10-01 04:00,2022-10-01 06:00,10.568,1.575,0,0,1.224,0,0,0.989
2022-10-01 05:00,2022-10-01 07:00,10.278,1.551,0,0,1.224,0.259,10.690,0.991
2022-10-01 06:00,2022-10-01 08:00,10.225,1.188,0,0,1.223,7.166,166.533,0.992
2022-10-01 07:00,2022-10-01 09:00,10.694,0.751,0,0,1.220,19.824,355.108,0.993
2022-10-01 08:00,2022-10-01 10:00,11.859,0.350,0,0,1.213,62.690,515.540,0.966
2022-10-01 09:00,2022-10-01 11:00,13.483,0.150,0,0,1.205,211.358,636.960,0.793
2022-10-01 10:00,2022-10-01 12:00,15.069,0.126,0,0,1.199,360.979,711.080,0.468
2022-10-01 11:00,2022-10-01 13:00,15.863,0.119,0,0,1.198,459.094,732.690,0.265
2022-10-01 12:00,2022-10-01 14:00,15.909,0.138,0,0,1.200,467.589,700.350,0.166
2022-10-01 13:00,2022-10-01 15:00,15.638,0.219,0,0,1.202,370.245,616.420,0.233
2022-10-01 14:00,2022-10-01 16:00,15.176,0.345,0,0,1.204,248.585,486.337,0.381
2022-10-01 15:00,2022-10-01 17:00,14.563,0.379,0,0,1.207,122.567,319.170,0.411
2022-10-01 16:00,2022-10-01 18:00,13.897,0.282,0,0,1.209,40.699,126.063,0.266
2022-10-01 17:00,2022-10-01 19:00,13.323,0.132,0,0,1.212,0.276,1.508,0.115
2022-10-01 18:00,2022-10-01 20:00,13.091,0.078,0,0,1.214,0,0,0.053
2022-10-01 19:00,2022-10-01 21:00,12.968,0.059,0,0,1.214,0,0,0.053
2022-10-01 20:00,2022-10-01 22:00,12.984,0.083,0,0,1.214,0,0,0.084
2022-10-01 21:00,2022-10-01 23:00,12.996,0.119,0,0,1.215,0,0,0.153
2022-10-01 22:00,2022-10-02 00:00,13.039,0.165,0,0,1.216,0,0,0.230
2022-10-01 23:00,2022-10-02 01:00,13.096,0.228,0,0,1.217,0,0,0.261
2022-10-02 00:00,2022-10-02 02:00,13.161,0.251,0,0,1.217,0,0,0.265
2022-10-02 01:00,2022-10-02 03:00,13.023,0.242,0,0,1.218,0,0,0.215
2022-10-02 02:00,2022-10-02 04:00,12.823,0.231,0,0,1.219,0,0,0.206
2022-10-02 03:00,2022-10-02 05:00,12.776,0.211,0,0,1.220,0,0,0.304
2022-10-02 04:00,2022-10-02 06:00,12.789,0.213,0,0,1.220,0,0,0.351
2022-10-02 05:00,2022-10-02 07:00,12.657,0.256,0,0,1.220,1.670,8.429,0.273
2022-10-02 06:00,2022-10-02 08:00,13.016,0.291,0,0,1.220,60.307,159.070,0.239
2022-10-02 07:00,2022-10-02 09:00,13.772,0.309,0,0,1.219,171.846,347.733,0.223
2022-10-02 08:00,2022-10-02 10:00,14.507,0.285,0,0,1.218,280.961,508.171,0.180
2022-10-02 09:00,2022-10-02 11:00,15.085,0.212,0,0,1.217,383.832,629.634,0.130
2022-10-02 10:00,2022-10-02 12:00,15.480,0.115,0,0,1.217,462.303,703.656,0.078
2022-10-02 11:00,2022-10-02 13:00,15.695,0.070,0,0,1.217,503.126,725.440,0.044
2022-10-02 12:00,2022-10-02 14:00,15.712,0.055,0,0,1.218,486.113,693.100,0.030
2022-10-02 13:00,2022-10-02 15:00,15.578,0.038,0,0,1.219,420.651,609.020,0.024
2022-10-02 14:00,2022-10-02 16:00,15.276,0.025,0,0,1.221,316.130,478.950,0.019
2022-10-02 15:00,2022-10-02 17:00,14.795,0.026,0,0,1.222,186.334,311.682,0.024
2022-10-02 16:00,2022-10-02 18:00,13.964,0.021,0,0,1.225,55.333,118.618,0.026
2022-10-02 17:00,2022-10-02 19:00,12.985,0.029,0,0,1.227,0.154,0.765,0.033
2022-10-02 18:00,2022-10-02 20:00,12.781,0.048,0,0,1.229,0,0,0.039
2022-10-02 19:00,2022-10-02 21:00,12.668,0.062,0,0,1.230,0,0,0.041
2022-10-02 20:00,2022-10-02 22:00,12.616,0.061,0,0,1.231,0,0,0.039
2022-10-02 21:00,2022-10-02 23:00,12.574,0.048,0,0,1.232,0,0,0.035
2022-10-02 22:00,2022-10-03 00:00,12.454,0.031,0,0,1.233,0,0,0.030
2022-10-02 23:00,2022-10-03 01:00,12.260,0.026,0,0,1.235,0,0,0.029
2022-10-03 00:00,2022-10-03 02:00,12.067,0.020,0,0,1.236,0,0,0.030
2022-10-03 01:00,2022-10-03 03:00,11.890,0.020,0,0,1.237,0,0,0.031
2022-10-03 02:00,2022-10-03 04:00,11.719,0.020,0,0,1.237,0,0,0.033
2022-10-03 03:00,2022-10-03 05:00,11.604,0.015,0,0,1.237,0,0,0.034
2022-10-03 04:00,2022-10-03 06:00,11.546,0.008,0,0,1.237,0,0,0.037
2022-10-03 05:00,2022-10-03 07:00,11.534,0.007,0,0,1.237,1.766,6.442,0.042
2022-10-03 06:00,2022-10-03 08:00,12.545,0.009,0,0,1.237,74.213,151.614,0.045
2022-10-03 07:00,2022-10-03 09:00,13.838,0.015,0,0,1.236,202.432,340.233,0.046
2022-10-03 08:00,2022-10-03 10:00,14.660,0.030,0,0,1.234,323.840,500.740,0.046
2022-10-03 09:00,2022-10-03 11:00,15.316,0.023,0,0,1.232,417.393,622.246,0.044
2022-10-03 10:00,2022-10-03 12:00,15.832,0.024,0,0,1.231,477.667,696.330,0.041
2022-10-03 11:00,2022-10-03 13:00,16.148,0.021,0,0,1.229,497.275,717.940,0.036
2022-10-03 12:00,2022-10-03 14:00,16.260,0.015,0,0,1.229,474.918,685.750,0.030
2022-10-03 13:00,2022-10-03 15:00,16.179,0.010,0,0,1.228,408.347,601.670,0.112
2022-10-03 14:00,2022-10-03 16:00,15.923,0.004,0,0,1.228,304.857,471.575,0.572
2022-10-03 15:00,2022-10-03 17:00,15.396,0.002,0,0,1.229,164.143,304.257,0.916
2022-10-03 16:00,2022-10-03 18:00,14.426,0.001,0,0,1.231,38.179,111.168,0.937
2022-10-03 17:00,2022-10-03 19:00,13.402,0,0,0,1.233,0.035,0.303,0.941
2022-10-03 18:00,2022-10-03 20:00,13.163,0,0,0,1.234,0,0,0.971
2022-10-03 19:00,2022-10-03 21:00,12.984,0.001,0,0,1.234,0,0,0.954
2022-10-03 20:00,2022-10-03 22:00,12.771,0.001,0,0,1.233,0,0,0.686
2022-10-03 21:00,2022-10-03 23:00,12.352,0.001,0,0,1.233,0,0,0.548
2022-10-03 22:00,2022-10-04 00:00,12.035,0.001,0,0,1.234,0,0,0.738
2022-10-03 23:00,2022-10-04 01:00,11.917,0.003,0,0,1.234,0,0,0.919
2022-10-04 00:00,2022-10-04 02:00,12.118,0.005,0,0,1.233,0,0,0.977
2022-10-04 01:00,2022-10-04 03:00,12.378,0.006,0,0,1.233,0,0,0.926
2022-10-04 02:00,2022-10-04 04:00,12.054,0.006,0,0,1.234,0,0,0.869
2022-10-04 03:00,2022-10-04 05:00,11.619,0.006,0,0,1.235,0,0,0.944
2022-10-04 04:00,2022-10-04 06:00,11.411,0.006,0,0,1.236,0,0,0.950
2022-10-04 05:00,2022-10-04 07:00,11.396,0.006,0,0,1.237,1.092,4.723,0.952
2022-10-04 06:00,2022-10-04 08:00,12.040,0.005,0,0,1.239,52.363,144.180,0.952
2022-10-04 07:00,2022-10-04 09:00,12.875,0.003,0,0,1.238,166.065,332.820,0.843
2022-10-04 08:00,2022-10-04 10:00,13.908,0.001,0,0,1.234,316.987,493.353,0.623
2022-10-04 09:00,2022-10-04 11:00,15.222,0,0,0,1.229,427.762,614.860,0.419
2022-10-04 10:00,2022-10-04 12:00,15.995,0,0,0,1.225,492.253,688.866,0.442
2022-10-04 11:00,2022-10-04 13:00,16.273,0,0,0,1.223,498.949,710.590,0.613
2022-10-04 12:00,2022-10-04 14:00,16.474,0,0,0,1.221,472.161,678.250,0.720
2022-10-04 13:00,2022-10-04 15:00,16.587,0,0,0,1.219,408.513,594.170,0.921
2022-10-04 14:00,2022-10-04 16:00,16.460,0,0,0,1.218,250.240,464.150,0.938
2022-10-04 15:00,2022-10-04 17:00,16.026,0,0,0,1.218,145.846,296.870,0.948
2022-10-04 16:00,2022-10-04 18:00,15.080,0,0,0,1.218,37.740,103.731,0.949
2022-10-04 17:00,2022-10-04 19:00,14.330,0.003,0,0,1.220,0.010,0.065,0.950
2022-10-04 18:00,2022-10-04 20:00,14.202,0.007,0,0,1.223,0,0,0.957
2022-10-04 19:00,2022-10-04 21:00,14.107,0.019,0,0,1.225,0,0,0.975
2022-10-04 20:00,2022-10-04 22:00,14.120,0.011,0,0,1.225,0,0,0.981
2022-10-04 21:00,2022-10-04 23:00,14.077,0.009,0,0,1.225,0,0,0.978
2022-10-04 22:00,2022-10-05 00:00,14.013,0.008,0,0,1.225,0,0,0.972
2022-10-04 23:00,2022-10-05 01:00,14.029,0.004,0,0,1.224,0,0,0.978
2022-10-05 00:00,2022-10-05 02:00,14.068,0.003,0,0,1.224,0,0,0.983
2022-10-05 01:00,2022-10-05 03:00,14.103,0.003,0,0,1.223,0,0,0.985
2022-10-05 02:00,2022-10-05 04:00,14.139,0.004,0,0,1.223,0,0,0.986
2022-10-05 03:00,2022-10-05 05:00,14.111,0.003,0,0,1.222,0,0,0.980
2022-10-05 04:00,2022-10-05 06:00,14.034,0.001,0,0,1.222,0,0,0.968
2022-10-05 05:00,2022-10-05 07:00,13.829,0.001,0,0,1.223,0.481,3.277,0.959
2022-10-05 06:00,2022-10-05 08:00,13.761,0.002,0,0,1.224,33.274,136.745,0.904
2022-10-05 07:00,2022-10-05 09:00,14.094,0.002,0,0,1.223,102.649,325.395,0.929
2022-10-05 08:00,2022-10-05 10:00,14.634,0.001,0,0,1.221,144.697,485.928,0.918
2022-10-05 09:00,2022-10-05 11:00,15.258,0.001,0,0,1.218,308.038,607.396,0.774
2022-10-05 10:00,2022-10-05 12:00,16.175,0.001,0,0,1.214,423.422,681.480,0.659
2022-10-05 11:00,2022-10-05 13:00,16.796,0.001,0,0,1.211,465.408,703.190,0.535
2022-10-05 12:00,2022-10-05 14:00,17.157,0.001,0,0,1.208,462.398,670.810,0.150
2022-10-05 13:00,2022-10-05 15:00,17.363,0,0,0,1.206,398.181,586.884,0.059
2022-10-05 14:00,2022-10-05 16:00,17.393,0,0,0,1.204,289.561,456.707,0.130
2022-10-05 15:00,2022-10-05 17:00,17.184,0.001,0,0,1.203,154.370,289.382,0.164
2022-10-05 16:00,2022-10-05 18:00,16.709,0.001,0,0,1.204,37.840,96.426,0.264
2022-10-05 17:00,2022-10-05 19:00,16.291,0.004,0,0,1.206,0.001,0.007,0.377
2022-10-05 18:00,2022-10-05 20:00,16.093,0.027,0,0,1.207,0,0,0.517
2022-10-05 19:00,2022-10-05 21:00,15.936,0.141,0,0,1.208,0,0,0.655
2022-10-05 20:00,2022-10-05 22:00,15.725,0.381,0,0,1.210,0,0,0.688
2022-10-05 21:00,2022-10-05 23:00,15.550,0.331,0,0,1.211,0,0,0.446
2022-10-05 22:00,2022-10-06 00:00,15.130,0.166,0,0,1.215,0,0,0.264
2022-10-05 23:00,2022-10-06 01:00,14.289,0.045,0,0,1.221,0,0,0.236
2022-10-06 00:00,2022-10-06 02:00,13.708,0.032,0,0,1.225,0,0,0.291
2022-10-06 01:00,2022-10-06 03:00,13.695,0.078,0,0,1.225,0,0,0.429
2022-10-06 02:00,2022-10-06 04:00,13.934,0.085,0,0,1.225,0,0,0.509
2022-10-06 03:00,2022-10-06 05:00,14.013,0.061,0,0,1.226,0,0,0.439
2022-10-06 04:00,2022-10-06 06:00,13.687,0.015,0,0,1.229,0,0,0.300
2022-10-06 05:00,2022-10-06 07:00,13.399,0.002,0,0,1.232,0.364,2.101,0.307
2022-10-06 06:00,2022-10-06 08:00,13.575,0.004,0,0,1.234,45.271,129.289,0.391
2022-10-06 07:00,2022-10-06 09:00,14.093,0.003,0,0,1.234,136.305,317.933,0.452
2022-10-06 08:00,2022-10-06 10:00,14.549,0.003,0,0,1.234,222.983,478.497,0.392
2022-10-06 09:00,2022-10-06 11:00,14.951,0.003,0,0,1.234,349.038,599.920,0.183
2022-10-06 10:00,2022-10-06 12:00,15.341,0.002,0,0,1.234,443.876,674.056,0.125
2022-10-06 11:00,2022-10-06 13:00,15.606,0.001,0,0,1.234,477.433,695.690,0.080
2022-10-06 12:00,2022-10-06 14:00,15.699,0.001,0,0,1.234,465.328,663.500,0.079
2022-10-06 13:00,2022-10-06 15:00,15.670,0,0,0,1.234,398.425,579.420,0.027
2022-10-06 14:00,2022-10-06 16:00,15.505,0,0,0,1.233,298.491,449.237,0.002
2022-10-06 15:00,2022-10-06 17:00,15.096,0,0,0,1.234,165.831,281.957,0.035
2022-10-06 16:00,2022-10-06 18:00,14.335,0,0,0,1.236,39.123,89.313,0.110
2022-10-06 17:00,2022-10-06 19:00,13.656,0,0,0,1.238,0,0,0.270
2022-10-06 18:00,2022-10-06 20:00,13.350,0,0,0,1.239,0,0,0.121
2022-10-06 19:00,2022-10-06 21:00,13.062,0,0,0,1.241,0,0,0.050
2022-10-06 20:00,2022-10-06 22:00,12.786,0,0,0,1.243,0,0,0.055
2022-10-06 21:00,2022-10-06 23:00,12.415,0,0,0,1.244,0,0,0.057
2022-10-06 22:00,2022-10-07 00:00,12.034,0,0,0,1.246,0,0,0.013
2022-10-06 23:00,2022-10-07 01:00,11.654,0.001,0,0,1.247,0,0,0.007
2022-10-07 00:00,2022-10-07 02:00,11.342,0.001,0,0,1.249,0,0,0.008
2022-10-07 01:00,2022-10-07 03:00,11.048,0,0,0,1.250,0,0,0.006
2022-10-07 02:00,2022-10-07 04:00,10.736,0,0,0,1.251,0,0,0.005
2022-10-07 03:00,2022-10-07 05:00,10.423,0,0,0,1.252,0,0,0.004
2022-10-07 04:00,2022-10-07 06:00,10.147,0,0,0,1.253,0,0,0.003
2022-10-07 05:00,2022-10-07 07:00,9.932,0,0,0,1.253,0.256,1.194,0.027
2022-10-07 06:00,2022-10-07 08:00,10.066,0.001,0,0,1.254,56.272,121.836,0.144
2022-10-07 07:00,2022-10-07 09:00,10.978,0.004,0,0,1.251,180.681,310.508,0.486
2022-10-07 08:00,2022-10-07 10:00,12.446,0.006,0,0,1.244,290.780,471.053,0.780
2022-10-07 09:00,2022-10-07 11:00,13.855,0.007,0,0,1.237,374.737,592.534,0.883
2022-10-07 10:00,2022-10-07 12:00,14.833,0.006,0,0,1.231,413.442,666.580,0.860
2022-10-07 11:00,2022-10-07 13:00,15.560,0.005,0,0,1.227,434.668,688.340,0.720
2022-10-07 12:00,2022-10-07 14:00,16.080,0.004,0,0,1.223,430.931,656.000,0.655
2022-10-07 13:00,2022-10-07 15:00,16.304,0.004,0,0,1.220,368.694,571.920,0.696
2022-10-07 14:00,2022-10-07 16:00,16.224,0.004,0,0,1.218,260.028,441.832,0.821
2022-10-07 15:00,2022-10-07 17:00,15.832,0.006,0,0,1.217,126.062,274.457,0.911
2022-10-07 16:00,2022-10-07 18:00,15.182,0.005,0,0,1.218,23.858,82.495,0.942
2022-10-07 17:00,2022-10-07 19:00,14.670,0.007,0,0,1.220,0,0,0.865
2022-10-07 18:00,2022-10-07 20:00,14.344,0.022,0,0,1.222,0,0,0.581
2022-10-07 19:00,2022-10-07 21:00,13.914,0.015,0,0,1.224,0,0,0.447
2022-10-07 20:00,2022-10-07 22:00,13.335,0.024,0,0,1.226,0,0,0.417
2022-10-07 21:00,2022-10-07 23:00,12.911,0.047,0,0,1.227,0,0,0.351
2022-10-07 22:00,2022-10-08 00:00,12.685,0.091,0,0,1.228,0,0,0.287
2022-10-07 23:00,2022-10-08 01:00,12.511,0.135,0,0,1.228,0,0,0.221
2022-10-08 00:00,2022-10-08 02:00,12.372,0.473,0,0,1.228,0,0,0.277
2022-10-08 01:00,2022-10-08 03:00,12.326,0.435,0,0,1.228,0,0,0.298
2022-10-08 02:00,2022-10-08 04:00,12.450,0.280,0,0,1.227,0,0,0.200
2022-10-08 03:00,2022-10-08 05:00,12.435,0.156,0,0,1.226,0,0,0.125
2022-10-08 04:00,2022-10-08 06:00,12.149,0.063,0,0,1.227,0,0,0.187
2022-10-08 05:00,2022-10-08 07:00,11.982,0.035,0,0,1.228,0.094,0.559,0.156
2022-10-08 06:00,2022-10-08 08:00,12.163,0.054,0,0,1.229,49.775,114.386,0.125
2022-10-08 07:00,2022-10-08 09:00,12.835,0.102,0,0,1.230,165.604,303.008,0.153
2022-10-08 08:00,2022-10-08 10:00,13.432,0.155,0,0,1.229,259.495,463.610,0.255
2022-10-08 09:00,2022-10-08 11:00,13.830,0.179,0,0,1.229,319.369,585.034,0.269
2022-10-08 10:00,2022-10-08 12:00,14.085,0.188,0,0,1.229,377.172,659.230,0.220
2022-10-08 11:00,2022-10-08 13:00,14.212,0.140,0,0,1.229,395.311,680.840,0.215
2022-10-08 12:00,2022-10-08 14:00,14.250,0.086,0,0,1.229,384.345,648.500,0.162
2022-10-08 13:00,2022-10-08 15:00,14.206,0.057,0,0,1.230,343.607,564.420,0.136
2022-10-08 14:00,2022-10-08 16:00,13.996,0.038,0,0,1.231,251.251,434.350,0.168
2022-10-08 15:00,2022-10-08 17:00,13.564,0.052,0,0,1.233,132.171,267.070,0.153
2022-10-08 16:00,2022-10-08 18:00,12.792,0.048,0,0,1.234,28.009,75.926,0.136
2022-10-08 17:00,2022-10-08 19:00,12.017,0.032,0,0,1.236,0,0,0.089
2022-10-08 18:00,2022-10-08 20:00,11.718,0.024,0,0,1.237,0,0,0.062
2022-10-08 19:00,2022-10-08 21:00,11.423,0.014,0,0,1.238,0,0,0.038
2022-10-08 20:00,2022-10-08 22:00,11.109,0.010,0,0,1.238,0,0,0.020
2022-10-08 21:00,2022-10-08 23:00,10.823,0.004,0,0,1.239,0,0,0.017
2022-10-08 22:00,2022-10-09 00:00,10.548,0.002,0,0,1.240,0,0,0.031
2022-10-08 23:00,2022-10-09 01:00,10.353,0.003,0,0,1.241,0,0,0.126
2022-10-09 00:00,2022-10-09 02:00,10.310,0.004,0,0,1.242,0,0,0.292
2022-10-09 01:00,2022-10-09 03:00,10.561,0.004,0,0,1.242,0,0,0.534
2022-10-09 02:00,2022-10-09 04:00,10.694,0.005,0,0,1.243,0,0,0.827
2022-10-09 03:00,2022-10-09 05:00,10.746,0.004,0,0,1.243,0,0,0.924
2022-10-09 04:00,2022-10-09 06:00,10.711,0.003,0,0,1.243,0,0,0.879
2022-10-09 05:00,2022-10-09 07:00,10.486,0.003,0,0,1.245,0.030,0.191,0.804
2022-10-09 06:00,2022-10-09 08:00,10.698,0.004,0,0,1.247,38.648,106.967,0.752
2022-10-09 07:00,2022-10-09 09:00,11.902,0.004,0,0,1.247,144.999,295.595,0.692
2022-10-09 08:00,2022-10-09 10:00,12.639,0.002,0,0,1.247,286.501,456.128,0.677
2022-10-09 09:00,2022-10-09 11:00,13.289,0.003,0,0,1.245,397.269,577.534,0.731
2022-10-09 10:00,2022-10-09 12:00,13.791,0.004,0,0,1.243,462.153,651.706,0.670
2022-10-09 11:00,2022-10-09 13:00,14.172,0.003,0,0,1.241,485.479,673.340,0.513
2022-10-09 12:00,2022-10-09 14:00,14.409,0.001,0,0,1.239,460.819,641.000,0.393
2022-10-09 13:00,2022-10-09 15:00,14.520,0.001,0,0,1.237,392.965,557.034,0.353
2022-10-09 14:00,2022-10-09 16:00,14.471,0,0,0,1.235,286.450,426.907,0.315
2022-10-09 15:00,2022-10-09 17:00,14.016,0,0,0,1.234,155.034,259.642,0.205
2022-10-09 16:00,2022-10-09 18:00,12.414,0,0,0,1.234,31.076,69.640,0.123
2022-10-09 17:00,2022-10-09 19:00,11.449,0,0,0,1.235,0,0,0.092
2022-10-09 18:00,2022-10-09 20:00,11.213,0,0,0,1.238,0,0,0.055
2022-10-09 19:00,2022-10-09 21:00,10.864,0,0,0,1.242,0,0,0.148
2022-10-09 20:00,2022-10-09 22:00,10.334,0,0,0,1.246,0,0,0.412
2022-10-09 21:00,2022-10-09 23:00,9.877,0,0,0,1.248,0,0,0.581
2022-10-09 22:00,2022-10-10 00:00,9.554,0,0,0,1.249,0,0,0.526
2022-10-09 23:00,2022-10-10 01:00,9.240,0,0,0,1.250,0,0,0.362
2022-10-10 00:00,2022-10-10 02:00,8.916,0,0,0,1.250,0,0,0.176
2022-10-10 01:00,2022-10-10 03:00,8.560,0,0,0,1.251,0,0,0.397
2022-10-10 02:00,2022-10-10 04:00,8.211,0,0,0,1.253,0,0,0.707
2022-10-10 03:00,2022-10-10 05:00,7.866,0,0,0,1.254,0,0,0.836
2022-10-10 04:00,2022-10-10 06:00,7.675,0.001,0,0,1.255,0,0,0.910
2022-10-10 05:00,2022-10-10 07:00,7.756,0.001,0,0,1.255,0.007,0.043,0.915
2022-10-10 06:00,2022-10-10 08:00,7.993,0,0,0,1.254,34.907,99.615,0.904
2022-10-10 07:00,2022-10-10 09:00,8.834,0,0,0,1.251,128.213,288.170,0.925
2022-10-10 08:00,2022-10-10 10:00,10.240,0,0,0,1.244,220.266,448.628,0.930
2022-10-10 09:00,2022-10-10 11:00,12.110,0,0,0,1.235,299.713,570.070,0.940
2022-10-10 10:00,2022-10-10 12:00,13.554,0.001,0,0,1.228,347.750,644.130,0.941
2022-10-10 11:00,2022-10-10 13:00,14.425,0.016,0,0,1.223,338.867,665.764,0.953
2022-10-10 12:00,2022-10-10 14:00,14.781,0.080,0,0,1.221,293.981,633.424,0.962
2022-10-10 13:00,2022-10-10 15:00,14.796,0.244,0,0,1.220,223.583,549.534,0.927
2022-10-10 14:00,2022-10-10 16:00,14.442,0.417,0,0,1.221,131.490,419.425,0.736
2022-10-10 15:00,2022-10-10 17:00,13.785,0.341,0,0,1.224,85.797,252.166,0.439
2022-10-10 16:00,2022-10-10 18:00,12.963,0.126,0,0,1.228,18.927,63.659,0.244
2022-10-10 17:00,2022-10-10 19:00,12.343,0.024,0,0,1.231,0,0,0.224
2022-10-10 18:00,2022-10-10 20:00,11.931,0.012,0,0,1.234,0,0,0.202
2022-10-10 19:00,2022-10-10 21:00,11.612,0.006,0,0,1.235,0,0,0.198
2022-10-10 20:00,2022-10-10 22:00,11.446,0.005,0,0,1.235,0,0,0.225
2022-10-10 21:00,2022-10-10 23:00,11.570,0.006,0,0,1.236,0,0,0.345
2022-10-10 22:00,2022-10-11 00:00,11.578,0.005,0,0,1.238,0,0,0.292
2022-10-10 23:00,2022-10-11 01:00,11.275,0.003,0,0,1.240,0,0,0.222
2022-10-11 00:00,2022-10-11 02:00,10.963,0.002,0,0,1.241,0,0,0.138
2022-10-11 01:00,2022-10-11 03:00,10.553,0.002,0,0,1.242,0,0,0.064
2022-10-11 02:00,2022-10-11 04:00,10.323,0.002,0,0,1.242,0,0,0.062
2022-10-11 03:00,2022-10-11 05:00,10.218,0.002,0,0,1.242,0,0,0.174
2022-10-11 04:00,2022-10-11 06:00,10.137,0.002,0,0,1.242,0,0,0.370
2022-10-11 05:00,2022-10-11 07:00,10.102,0.002,0,0,1.243,0.001,0.005,0.658
2022-10-11 06:00,2022-10-11 08:00,10.577,0.002,0,0,1.243,36.487,92.409,0.695
2022-10-11 07:00,2022-10-11 09:00,12.155,0.002,0,0,1.243,150.172,280.708,0.441
2022-10-11 08:00,2022-10-11 10:00,13.113,0.003,0,0,1.243,275.894,441.203,0.226
2022-10-11 09:00,2022-10-11 11:00,13.880,0.005,0,0,1.241,378.503,562.570,0.056
2022-10-11 10:00,2022-10-11 12:00,14.358,0.006,0,0,1.239,440.865,636.630,0.039
2022-10-11 11:00,2022-10-11 13:00,14.603,0.007,0,0,1.239,458.590,658.240,0.035
2022-10-11 12:00,2022-10-11 14:00,14.661,0.007,0,0,1.238,429.745,625.960,0.041
2022-10-11 13:00,2022-10-11 15:00,14.547,0.008,0,0,1.238,361.467,542.070,0.041
2022-10-11 14:00,2022-10-11 16:00,14.261,0.007,0,0,1.239,258.701,411.982,0.113
2022-10-11 15:00,2022-10-11 17:00,13.670,0.005,0,0,1.239,130.434,244.751,0.259
2022-10-11 16:00,2022-10-11 18:00,12.049,0.003,0,0,1.241,21.870,57.931,0.300
2022-10-11 17:00,2022-10-11 19:00,11.198,0.004,0,0,1.242,0,0,0.192
2022-10-11 18:00,2022-10-11 20:00,10.986,0,0,0,1.243,0,0,0.122
2022-10-11 19:00,2022-10-11 21:00,10.768,0.001,0,0,1.244,0,0,0.155
2022-10-11 20:00,2022-10-11 22:00,10.544,0.001,0,0,1.245,0,0,0.174
2022-10-11 21:00,2022-10-11 23:00,10.280,0.002,0,0,1.246,0,0,0.218
2022-10-11 22:00,2022-10-12 00:00,10.160,0.004,0,0,1.246,0,0,0.598
2022-10-11 23:00,2022-10-12 01:00,10.151,0.007,0,0,1.247,0,0,0.908
2022-10-12 00:00,2022-10-12 02:00,10.345,0.007,0,0,1.248,0,0,0.966
2022-10-12 01:00,2022-10-12 03:00,10.433,0.007,0,0,1.248,0,0,0.930
2022-10-12 02:00,2022-10-12 04:00,10.302,0.006,0,0,1.249,0,0,0.747
2022-10-12 03:00,2022-10-12 05:00,9.945,0.006,0,0,1.249,0,0,0.426
2022-10-12 04:00,2022-10-12 06:00,9.426,0.004,0,0,1.250,0,0,0.254
2022-10-12 05:00,2022-10-12 07:00,8.956,0.004,0,0,1.252,0,0,0.141
2022-10-12 06:00,2022-10-12 08:00,9.063,0.003,0,0,1.255,36.482,85.462,0.099
2022-10-12 07:00,2022-10-12 09:00,10.186,0.002,0,0,1.256,155.980,273.295,0.033
2022-10-12 08:00,2022-10-12 10:00,11.049,0,0,0,1.254,285.758,433.703,0.006
2022-10-12 09:00,2022-10-12 11:00,12.507,0,0,0,1.248,386.097,555.046,0.003
2022-10-12 10:00,2022-10-12 12:00,13.727,0,0,0,1.242,448.319,629.130,0.006
